POPULATION_NAME,FISCAL_YEAR,RACE_GRP,TOTAL_CT,MHS1_CT,MHS5_CT
Orange - Fee For Service,2022,R4 Hispanic,50245.0,170.0,45.0
Orange - Fee For Service,2022,R5 White,5624.0,153.0,48.0
Orange - Fee For Service,2022,R7 Unknown,13459.0,177.0,37.0
Orange - MCP ALL,2019,R1 Alaskan Native or American Indian,1168.0,198.0,46.0
Orange - MCP ALL,2019,R2 Asian or Pacific Islander,129139.0,17630.0,2053.0
Orange - MCP ALL,2019,R3 Black,9476.0,1423.0,378.0
Orange - MCP ALL,2019,R4 Hispanic,154151.0,21424.0,3658.0
Orange - MCP ALL,2019,R5 White,111874.0,20731.0,6416.0
Orange - MCP ALL,2019,R6 Other,54972.0,9217.0,2122.0
Orange - MCP ALL,2019,R7 Unknown,32268.0,4688.0,1287.0
Orange - MCP ALL,2020,R1 Alaskan Native or American Indian,1078.0,173.0,59.0
Orange - MCP ALL,2020,R2 Asian or Pacific Islander,129249.0,12697.0,2347.0
Orange - MCP ALL,2020,R3 Black,9320.0,1374.0,448.0
Orange - MCP ALL,2020,R4 Hispanic,150882.0,18982.0,4027.0
Orange - MCP ALL,2020,R5 White,107339.0,19344.0,6963.0
Orange - MCP ALL,2020,R6 Other,58898.0,9420.0,2596.0
Orange - MCP ALL,2020,R7 Unknown,37831.0,5608.0,1831.0
Orange - MCP ALL,2021,R1 Alaskan Native or American Indian,1045.0,162.0,63.0
Orange - MCP ALL,2021,R2 Asian or Pacific Islander,130029.0,8500.0,2867.0
Orange - MCP ALL,2021,R3 Black,9260.0,1282.0,461.0
Orange - MCP ALL,2021,R4 Hispanic,153882.0,17527.0,4817.0
Orange - MCP ALL,2021,R5 White,106646.0,18313.0,7658.0
Orange - MCP ALL,2021,R6 Other,63981.0,9205.0,3279.0
Orange - MCP ALL,2021,R7 Unknown,46894.0,6945.0,2675.0
Orange - MCP ALL,2022,R1 Alaskan Native or American Indian,1117.0,162.0,66.0
Orange - MCP ALL,2022,R2 Asian or Pacific Islander,136881.0,9499.0,3174.0
Orange - MCP ALL,2022,R3 Black,10048.0,1347.0,500.0
Orange - MCP ALL,2022,R4 Hispanic,183184.0,20379.0,5503.0
Orange - MCP ALL,2022,R5 White,111128.0,19195.0,8085.0
Orange - MCP ALL,2022,R6 Other,74244.0,11151.0,3818.0
Orange - MCP ALL,2022,R7 Unknown,58745.0,9003.0,3406.0
Orange - MCP ALL,2019,R1 Alaskan Native or American Indian,1168.0,74.0,50.0
Orange - MCP ALL,2019,R2 Asian or Pacific Islander,129127.0,1402.0,931.0
Orange - MCP ALL,2019,R3 Black,9474.0,489.0,302.0
Orange - MCP ALL,2019,R4 Hispanic,154134.0,2569.0,1596.0
Orange - MCP ALL,2019,R5 White,111851.0,4154.0,2544.0
Orange - MCP ALL,2019,R6 Other,54961.0,1263.0,734.0
Orange - MCP ALL,2019,R7 Unknown,32266.0,1126.0,790.0
Orange - MCP ALL,2020,R1 Alaskan Native or American Indian,1078.0,54.0,36.0
Orange - MCP ALL,2020,R2 Asian or Pacific Islander,129235.0,1222.0,837.0
Orange - MCP ALL,2020,R3 Black,9317.0,461.0,270.0
Orange - MCP ALL,2020,R4 Hispanic,150862.0,2554.0,1644.0
Orange - MCP ALL,2020,R5 White,107321.0,3862.0,2424.0
Orange - MCP ALL,2020,R6 Other,58890.0,1330.0,780.0
Orange - MCP ALL,2020,R7 Unknown,37829.0,1437.0,914.0
Orange - MCP ALL,2021,R1 Alaskan Native or American Indian,1045.0,60.0,38.0
Orange - MCP ALL,2021,R2 Asian or Pacific Islander,130024.0,1147.0,812.0
Orange - MCP ALL,2021,R3 Black,9256.0,447.0,288.0
Orange - MCP ALL,2021,R4 Hispanic,153865.0,2717.0,1685.0
Orange - MCP ALL,2021,R5 White,106634.0,3640.0,2325.0
Orange - MCP ALL,2021,R6 Other,63977.0,1435.0,857.0
Orange - MCP ALL,2021,R7 Unknown,46892.0,1772.0,1140.0
Orange - MCP ALL,2022,R1 Alaskan Native or American Indian,1117.0,45.0,24.0
Orange - MCP ALL,2022,R2 Asian or Pacific Islander,136877.0,1000.0,592.0
Orange - MCP ALL,2022,R3 Black,10047.0,412.0,241.0
Orange - MCP ALL,2022,R4 Hispanic,183160.0,2668.0,1393.0
Orange - MCP ALL,2022,R5 White,111119.0,3231.0,1649.0
Orange - MCP ALL,2022,R6 Other,74238.0,1469.0,762.0
Orange - MCP ALL,2022,R7 Unknown,58742.0,1971.0,1102.0
Placer,2019,R1 Alaskan Native or American Indian,416.0,88.0,25.0
Placer,2019,R2 Asian or Pacific Islander,3195.0,187.0,32.0
Placer,2019,R3 Black,882.0,103.0,31.0
Placer,2019,R4 Hispanic,5975.0,435.0,97.0
Placer,2019,R5 White,24051.0,3434.0,998.0
Placer,2019,R6 Other,3895.0,445.0,118.0
Placer,2019,R7 Unknown,4394.0,606.0,164.0
Placer,2020,R1 Alaskan Native or American Indian,375.0,70.0,17.0
Placer,2020,R2 Asian or Pacific Islander,3351.0,173.0,38.0
Placer,2020,R3 Black,926.0,112.0,31.0
Placer,2020,R4 Hispanic,5842.0,473.0,118.0
Placer,2020,R5 White,23440.0,3611.0,1130.0
Placer,2020,R6 Other,4078.0,467.0,124.0
Placer,2020,R7 Unknown,4795.0,678.0,211.0
Placer,2021,R1 Alaskan Native or American Indian,389.0,71.0,22.0
Placer,2021,R2 Asian or Pacific Islander,3494.0,219.0,49.0
Placer,2021,R3 Black,970.0,136.0,37.0
Placer,2021,R4 Hispanic,6061.0,562.0,162.0
Placer,2021,R5 White,23644.0,3761.0,1184.0
Placer,2021,R6 Other,4644.0,603.0,173.0
Placer,2021,R7 Unknown,5215.0,776.0,273.0
Placer,2022,R1 Alaskan Native or American Indian,360.0,56.0,16.0
Placer,2022,R2 Asian or Pacific Islander,3608.0,183.0,43.0
Placer,2022,R3 Black,1042.0,116.0,41.0
Placer,2022,R4 Hispanic,7544.0,715.0,218.0
Placer,2022,R5 White,22894.0,3178.0,1002.0
Placer,2022,R6 Other,3144.0,280.0,76.0
Placer,2022,R7 Unknown,10502.0,1482.0,509.0
Placer,2019,R1 Alaskan Native or American Indian,416.0,28.0,20.0
Placer,2019,R2 Asian or Pacific Islander,3190.0,29.0,25.0
Placer,2019,R3 Black,879.0,46.0,33.0
Placer,2019,R4 Hispanic,5962.0,135.0,94.0
Placer,2019,R5 White,23992.0,1110.0,747.0
Placer,2019,R6 Other,3888.0,119.0,83.0
Placer,2019,R7 Unknown,4284.0,213.0,134.0
Placer,2020,R1 Alaskan Native or American Indian,375.0,26.0,19.0
Placer,2020,R2 Asian or Pacific Islander,3349.0,35.0,22.0
Placer,2020,R3 Black,923.0,42.0,24.0
Placer,2020,R4 Hispanic,5817.0,137.0,88.0
Placer,2020,R5 White,23384.0,1153.0,738.0
Placer,2020,R6 Other,4066.0,124.0,80.0
Placer,2020,R7 Unknown,4671.0,229.0,154.0
Placer,2021,R1 Alaskan Native or American Indian,381.0,26.0,20.0
Placer,2021,R2 Asian or Pacific Islander,3490.0,35.0,19.0
Placer,2021,R3 Black,969.0,49.0,34.0
Placer,2021,R4 Hispanic,6033.0,139.0,87.0
Placer,2021,R5 White,23581.0,1139.0,775.0
Placer,2021,R6 Other,4630.0,157.0,100.0
Placer,2021,R7 Unknown,5019.0,241.0,169.0
Placer,2022,R1 Alaskan Native or American Indian,351.0,32.0,23.0
Placer,2022,R2 Asian or Pacific Islander,3605.0,34.0,18.0
Placer,2022,R3 Black,1041.0,57.0,40.0
Placer,2022,R4 Hispanic,7503.0,202.0,114.0
Placer,2022,R5 White,22834.0,1034.0,670.0
Placer,2022,R6 Other,3125.0,77.0,43.0
Placer,2022,R7 Unknown,10294.0,442.0,302.0
Placer - Fee For Service,2019,R5 White,7133.0,603.0,113.0
Placer - Fee For Service,2019,R7 Unknown,1650.0,117.0,26.0
Placer - Fee For Service,2020,R4 Hispanic,2504.0,109.0,22.0
Placer - Fee For Service,2020,R5 White,7302.0,799.0,201.0
Placer - Fee For Service,2020,R6 Other,1081.0,82.0,12.0
Placer - Fee For Service,2020,R7 Unknown,1724.0,152.0,38.0
Placer - Fee For Service,2021,R4 Hispanic,2320.0,97.0,20.0
Placer - Fee For Service,2021,R5 White,6375.0,683.0,165.0
Placer - Fee For Service,2021,R6 Other,982.0,90.0,20.0
Placer - Fee For Service,2021,R7 Unknown,1687.0,128.0,24.0
Placer - Fee For Service,2022,R4 Hispanic,2462.0,83.0,16.0
Placer - Fee For Service,2022,R5 White,5747.0,554.0,134.0
Placer - Fee For Service,2022,R7 Unknown,2582.0,208.0,49.0
Placer - Fee For Service,2019,R3 Black,276.0,18.0,14.0
Placer - Fee For Service,2019,R4 Hispanic,2581.0,32.0,19.0
Placer - Fee For Service,2019,R5 White,7074.0,324.0,207.0
Placer - Fee For Service,2019,R6 Other,923.0,26.0,16.0
Placer - Fee For Service,2019,R7 Unknown,1540.0,64.0,36.0
Placer - Fee For Service,2020,R4 Hispanic,2479.0,36.0,19.0
Placer - Fee For Service,2020,R5 White,7246.0,365.0,219.0
Placer - Fee For Service,2020,R6 Other,1069.0,30.0,17.0
Placer - Fee For Service,2020,R7 Unknown,1600.0,67.0,42.0
Placer - Fee For Service,2021,R4 Hispanic,2292.0,28.0,15.0
Placer - Fee For Service,2021,R5 White,6312.0,337.0,235.0
Placer - Fee For Service,2021,R6 Other,968.0,28.0,12.0
Placer - Fee For Service,2021,R7 Unknown,1491.0,62.0,46.0
Placer - Fee For Service,2022,R3 Black,258.0,15.0,11.0
Placer - Fee For Service,2022,R4 Hispanic,2421.0,30.0,14.0
Placer - Fee For Service,2022,R5 White,5688.0,317.0,195.0
Placer - Fee For Service,2022,R6 Other,690.0,23.0,12.0
Placer - Fee For Service,2022,R7 Unknown,2374.0,107.0,66.0
Placer - MCP ALL,2019,R1 Alaskan Native or American Indian,282.0,71.0,21.0
Placer - MCP ALL,2019,R2 Asian or Pacific Islander,2258.0,157.0,29.0
Placer - MCP ALL,2019,R3 Black,603.0,83.0,24.0
Placer - MCP ALL,2019,R4 Hispanic,3381.0,372.0,89.0
Placer - MCP ALL,2019,R5 White,16918.0,2831.0,885.0
Placer - MCP ALL,2019,R6 Other,2965.0,389.0,108.0
Placer - MCP ALL,2019,R7 Unknown,2744.0,489.0,138.0
Placer - MCP ALL,2020,R1 Alaskan Native or American Indian,262.0,55.0,13.0
Placer - MCP ALL,2020,R2 Asian or Pacific Islander,2314.0,143.0,37.0
Placer - MCP ALL,2020,R3 Black,623.0,88.0,26.0
Placer - MCP ALL,2020,R4 Hispanic,3338.0,364.0,96.0
Placer - MCP ALL,2020,R5 White,16138.0,2812.0,929.0
Placer - MCP ALL,2020,R6 Other,2997.0,385.0,112.0
Placer - MCP ALL,2020,R7 Unknown,3071.0,526.0,173.0
Placer - MCP ALL,2021,R1 Alaskan Native or American Indian,260.0,52.0,18.0
Placer - MCP ALL,2021,R2 Asian or Pacific Islander,2591.0,192.0,47.0
Placer - MCP ALL,2021,R3 Black,711.0,107.0,29.0
Placer - MCP ALL,2021,R4 Hispanic,3741.0,465.0,142.0
Placer - MCP ALL,2021,R5 White,17269.0,3078.0,1019.0
Placer - MCP ALL,2021,R6 Other,3662.0,513.0,153.0
Placer - MCP ALL,2021,R7 Unknown,3528.0,648.0,249.0
Placer - MCP ALL,2022,R1 Alaskan Native or American Indian,248.0,38.0,13.0
Placer - MCP ALL,2022,R2 Asian or Pacific Islander,2697.0,156.0,39.0
Placer - MCP ALL,2022,R3 Black,783.0,93.0,34.0
Placer - MCP ALL,2022,R4 Hispanic,5082.0,632.0,202.0
Placer - MCP ALL,2022,R5 White,17147.0,2624.0,868.0
Placer - MCP ALL,2022,R6 Other,2435.0,232.0,67.0
Placer - MCP ALL,2022,R7 Unknown,7920.0,1274.0,460.0
Placer - MCP ALL,2019,R1 Alaskan Native or American Indian,282.0,22.0,14.0
Placer - MCP ALL,2019,R2 Asian or Pacific Islander,2258.0,19.0,17.0
Placer - MCP ALL,2019,R3 Black,603.0,28.0,19.0
Placer - MCP ALL,2019,R4 Hispanic,3381.0,103.0,75.0
Placer - MCP ALL,2019,R5 White,16918.0,786.0,540.0
Placer - MCP ALL,2019,R6 Other,2965.0,93.0,67.0
Placer - MCP ALL,2019,R7 Unknown,2744.0,149.0,98.0
Placer - MCP ALL,2020,R1 Alaskan Native or American Indian,262.0,19.0,14.0
Placer - MCP ALL,2020,R2 Asian or Pacific Islander,2314.0,24.0,15.0
Placer - MCP ALL,2020,R3 Black,623.0,31.0,18.0
Placer - MCP ALL,2020,R4 Hispanic,3338.0,101.0,69.0
Placer - MCP ALL,2020,R5 White,16138.0,788.0,519.0
Placer - MCP ALL,2020,R6 Other,2997.0,94.0,63.0
Placer - MCP ALL,2020,R7 Unknown,3071.0,162.0,112.0
Placer - MCP ALL,2021,R1 Alaskan Native or American Indian,260.0,18.0,15.0
Placer - MCP ALL,2021,R2 Asian or Pacific Islander,2591.0,30.0,16.0
Placer - MCP ALL,2021,R3 Black,711.0,37.0,27.0
Placer - MCP ALL,2021,R4 Hispanic,3741.0,111.0,72.0
Placer - MCP ALL,2021,R5 White,17269.0,802.0,540.0
Placer - MCP ALL,2021,R6 Other,3662.0,129.0,88.0
Placer - MCP ALL,2021,R7 Unknown,3528.0,179.0,123.0
Placer - MCP ALL,2022,R1 Alaskan Native or American Indian,248.0,24.0,19.0
Placer - MCP ALL,2022,R2 Asian or Pacific Islander,2697.0,26.0,14.0
Placer - MCP ALL,2022,R3 Black,783.0,42.0,29.0
Placer - MCP ALL,2022,R4 Hispanic,5082.0,172.0,100.0
Placer - MCP ALL,2022,R5 White,17146.0,717.0,475.0
Placer - MCP ALL,2022,R6 Other,2435.0,54.0,31.0
Placer - MCP ALL,2022,R7 Unknown,7920.0,335.0,236.0
Plumas,2019,R5 White,3497.0,469.0,131.0
Plumas,2020,R4 Hispanic,467.0,57.0,11.0
Plumas,2020,R5 White,3517.0,521.0,137.0
Plumas,2021,R4 Hispanic,453.0,56.0,11.0
Plumas,2021,R5 White,3572.0,487.0,140.0
Plumas,2021,R7 Unknown,372.0,37.0,12.0
Plumas,2022,R4 Hispanic,498.0,41.0,12.0
Plumas,2022,R5 White,3661.0,515.0,114.0
Plumas,2019,R5 White,3493.0,317.0,146.0
Plumas,2019,R7 Unknown,430.0,25.0,14.0
Plumas,2020,R5 White,3513.0,274.0,155.0
Plumas,2021,R5 White,3568.0,247.0,135.0
Plumas,2021,R7 Unknown,365.0,18.0,11.0
Plumas,2022,R4 Hispanic,498.0,21.0,11.0
Plumas,2022,R5 White,3658.0,250.0,138.0
Plumas - Fee For Service,2021,R1 Alaskan Native or American Indian,44.0,0.0,0.0
Plumas - Fee For Service,2019,R5 White,913.0,81.0,41.0
Plumas - Fee For Service,2020,R4 Hispanic,112.0,0.0,0.0
Plumas - Fee For Service,2020,R5 White,935.0,58.0,38.0
Plumas - Fee For Service,2021,R5 White,852.0,55.0,33.0
Plumas - Fee For Service,2022,R5 White,857.0,50.0,30.0
Plumas - MCP ALL,2019,R5 White,2580.0,423.0,129.0
Plumas - MCP ALL,2020,R4 Hispanic,354.0,53.0,11.0
Plumas - MCP ALL,2020,R5 White,2578.0,466.0,129.0
Plumas - MCP ALL,2021,R4 Hispanic,350.0,55.0,11.0
Plumas - MCP ALL,2021,R5 White,2716.0,442.0,126.0
Plumas - MCP ALL,2022,R4 Hispanic,392.0,37.0,12.0
Plumas - MCP ALL,2022,R5 White,2801.0,461.0,104.0
Plumas - MCP ALL,2019,R5 White,2580.0,236.0,105.0
Plumas - MCP ALL,2020,R5 White,2578.0,216.0,117.0
Plumas - MCP ALL,2021,R5 White,2716.0,192.0,102.0
Plumas - MCP ALL,2022,R5 White,2801.0,200.0,108.0
Riverside,2019,R1 Alaskan Native or American Indian,1646.0,234.0,64.0
Riverside,2019,R2 Asian or Pacific Islander,26547.0,1546.0,336.0
Riverside,2019,R3 Black,40104.0,4533.0,1260.0
Riverside,2019,R4 Hispanic,272449.0,23035.0,5116.0
Riverside,2019,R5 White,121977.0,18493.0,6334.0
Riverside,2019,R6 Other,8432.0,826.0,204.0
Riverside,2019,R7 Unknown,49907.0,4761.0,1404.0
Riverside,2020,R1 Alaskan Native or American Indian,1645.0,227.0,72.0
Riverside,2020,R2 Asian or Pacific Islander,27567.0,1820.0,414.0
Riverside,2020,R3 Black,40348.0,5211.0,1453.0
Riverside,2020,R4 Hispanic,275333.0,25984.0,6284.0
Riverside,2020,R5 White,121669.0,19949.0,7101.0
Riverside,2020,R6 Other,8696.0,994.0,303.0
Riverside,2020,R7 Unknown,51825.0,5335.0,1683.0
Riverside,2021,R1 Alaskan Native or American Indian,1664.0,238.0,85.0
Riverside,2021,R2 Asian or Pacific Islander,28688.0,1950.0,573.0
Riverside,2021,R3 Black,41244.0,5325.0,1669.0
Riverside,2021,R4 Hispanic,285196.0,28068.0,8110.0
Riverside,2021,R5 White,122763.0,20750.0,8240.0
Riverside,2021,R6 Other,8937.0,1086.0,387.0
Riverside,2021,R7 Unknown,55899.0,5767.0,2001.0
Riverside,2022,R1 Alaskan Native or American Indian,1784.0,271.0,95.0
Riverside,2022,R2 Asian or Pacific Islander,30796.0,2276.0,672.0
Riverside,2022,R3 Black,44402.0,6012.0,2052.0
Riverside,2022,R4 Hispanic,312945.0,33316.0,10094.0
Riverside,2022,R5 White,128826.0,22005.0,9297.0
Riverside,2022,R6 Other,10056.0,1250.0,456.0
Riverside,2022,R7 Unknown,65749.0,6757.0,2466.0
Riverside,2019,R1 Alaskan Native or American Indian,1643.0,90.0,55.0
Riverside,2019,R2 Asian or Pacific Islander,26510.0,500.0,319.0
Riverside,2019,R3 Black,39987.0,2540.0,1592.0
Riverside,2019,R4 Hispanic,271663.0,7051.0,4283.0
Riverside,2019,R5 White,121673.0,7462.0,4655.0
Riverside,2019,R6 Other,8402.0,287.0,175.0
Riverside,2019,R7 Unknown,48298.0,2120.0,1402.0
Riverside,2020,R1 Alaskan Native or American Indian,1635.0,91.0,51.0
Riverside,2020,R2 Asian or Pacific Islander,27526.0,507.0,295.0
Riverside,2020,R3 Black,40200.0,2545.0,1468.0
Riverside,2020,R4 Hispanic,274478.0,7122.0,4083.0
Riverside,2020,R5 White,121332.0,6981.0,4046.0
Riverside,2020,R6 Other,8658.0,276.0,138.0
Riverside,2020,R7 Unknown,50120.0,2029.0,1248.0
Riverside,2021,R1 Alaskan Native or American Indian,1656.0,85.0,53.0
Riverside,2021,R2 Asian or Pacific Islander,28650.0,481.0,323.0
Riverside,2021,R3 Black,41118.0,2523.0,1607.0
Riverside,2021,R4 Hispanic,284402.0,7465.0,4542.0
Riverside,2021,R5 White,122499.0,6755.0,4313.0
Riverside,2021,R6 Other,8910.0,275.0,166.0
Riverside,2021,R7 Unknown,53850.0,1977.0,1270.0
Riverside,2022,R1 Alaskan Native or American Indian,1778.0,77.0,41.0
Riverside,2022,R2 Asian or Pacific Islander,30753.0,479.0,290.0
Riverside,2022,R3 Black,44263.0,2418.0,1491.0
Riverside,2022,R4 Hispanic,312003.0,7258.0,4288.0
Riverside,2022,R5 White,128528.0,6273.0,3729.0
Riverside,2022,R6 Other,10021.0,271.0,163.0
Riverside,2022,R7 Unknown,63001.0,1846.0,1108.0
Riverside - Fee For Service,2019,R3 Black,5639.0,238.0,44.0
Riverside - Fee For Service,2019,R4 Hispanic,68102.0,1228.0,128.0
Riverside - Fee For Service,2019,R5 White,15357.0,716.0,160.0
Riverside - Fee For Service,2019,R7 Unknown,11946.0,378.0,59.0
Riverside - Fee For Service,2020,R3 Black,5595.0,297.0,53.0
Riverside - Fee For Service,2020,R4 Hispanic,67257.0,1449.0,130.0
Riverside - Fee For Service,2020,R5 White,15708.0,989.0,241.0
Riverside - Fee For Service,2020,R6 Other,1546.0,86.0,22.0
Riverside - Fee For Service,2020,R7 Unknown,12957.0,494.0,92.0
Riverside - Fee For Service,2021,R3 Black,5071.0,276.0,57.0
Riverside - Fee For Service,2021,R4 Hispanic,62583.0,1215.0,164.0
Riverside - Fee For Service,2021,R5 White,13588.0,797.0,196.0
Riverside - Fee For Service,2021,R6 Other,1370.0,70.0,20.0
Riverside - Fee For Service,2021,R7 Unknown,14840.0,486.0,96.0
Riverside - Fee For Service,2022,R3 Black,4697.0,261.0,62.0
Riverside - Fee For Service,2022,R4 Hispanic,60077.0,1248.0,173.0
Riverside - Fee For Service,2022,R5 White,12338.0,799.0,215.0
Riverside - Fee For Service,2022,R6 Other,1483.0,116.0,33.0
Riverside - Fee For Service,2022,R7 Unknown,17910.0,550.0,93.0
Riverside - Fee For Service,2019,R3 Black,5522.0,251.0,134.0
Riverside - Fee For Service,2019,R4 Hispanic,67316.0,768.0,356.0
Riverside - Fee For Service,2019,R5 White,15053.0,616.0,288.0
Riverside - Fee For Service,2019,R6 Other,1429.0,44.0,20.0
Riverside - Fee For Service,2019,R7 Unknown,10337.0,269.0,134.0
Riverside - Fee For Service,2020,R2 Asian or Pacific Islander,3554.0,42.0,21.0
Riverside - Fee For Service,2020,R3 Black,5447.0,307.0,155.0
Riverside - Fee For Service,2020,R4 Hispanic,66402.0,706.0,322.0
Riverside - Fee For Service,2020,R5 White,15371.0,600.0,266.0
Riverside - Fee For Service,2020,R7 Unknown,11252.0,260.0,114.0
Riverside - Fee For Service,2021,R3 Black,4945.0,248.0,137.0
Riverside - Fee For Service,2021,R4 Hispanic,61789.0,676.0,304.0
Riverside - Fee For Service,2021,R5 White,13324.0,568.0,288.0
Riverside - Fee For Service,2021,R6 Other,1343.0,48.0,26.0
Riverside - Fee For Service,2021,R7 Unknown,12791.0,273.0,139.0
Riverside - Fee For Service,2022,R3 Black,4559.0,210.0,102.0
Riverside - Fee For Service,2022,R4 Hispanic,59137.0,509.0,230.0
Riverside - Fee For Service,2022,R5 White,12041.0,464.0,208.0
Riverside - Fee For Service,2022,R6 Other,1448.0,40.0,17.0
Riverside - Fee For Service,2022,R7 Unknown,15163.0,250.0,96.0
Riverside - MCP ALL,2019,R1 Alaskan Native or American Indian,1386.0,221.0,61.0
Riverside - MCP ALL,2019,R2 Asian or Pacific Islander,23181.0,1483.0,326.0
Riverside - MCP ALL,2019,R3 Black,34465.0,4295.0,1216.0
Riverside - MCP ALL,2019,R4 Hispanic,204347.0,21807.0,4988.0
Riverside - MCP ALL,2019,R5 White,106620.0,17777.0,6174.0
Riverside - MCP ALL,2019,R6 Other,6973.0,763.0,197.0
Riverside - MCP ALL,2019,R7 Unknown,37961.0,4383.0,1345.0
Riverside - MCP ALL,2020,R1 Alaskan Native or American Indian,1364.0,214.0,69.0
Riverside - MCP ALL,2020,R2 Asian or Pacific Islander,23972.0,1743.0,397.0
Riverside - MCP ALL,2020,R3 Black,34753.0,4914.0,1400.0
Riverside - MCP ALL,2020,R4 Hispanic,208076.0,24535.0,6154.0
Riverside - MCP ALL,2020,R5 White,105961.0,18960.0,6860.0
Riverside - MCP ALL,2020,R6 Other,7150.0,908.0,281.0
Riverside - MCP ALL,2020,R7 Unknown,38868.0,4841.0,1591.0
Riverside - MCP ALL,2021,R1 Alaskan Native or American Indian,1402.0,219.0,82.0
Riverside - MCP ALL,2021,R2 Asian or Pacific Islander,25458.0,1872.0,558.0
Riverside - MCP ALL,2021,R3 Black,36173.0,5049.0,1612.0
Riverside - MCP ALL,2021,R4 Hispanic,222613.0,26853.0,7946.0
Riverside - MCP ALL,2021,R5 White,109175.0,19953.0,8044.0
Riverside - MCP ALL,2021,R6 Other,7567.0,1016.0,367.0
Riverside - MCP ALL,2021,R7 Unknown,41059.0,5281.0,1905.0
Riverside - MCP ALL,2022,R1 Alaskan Native or American Indian,1542.0,254.0,92.0
Riverside - MCP ALL,2022,R2 Asian or Pacific Islander,27600.0,2205.0,656.0
Riverside - MCP ALL,2022,R3 Black,39705.0,5751.0,1990.0
Riverside - MCP ALL,2022,R4 Hispanic,252868.0,32068.0,9921.0
Riverside - MCP ALL,2022,R5 White,116488.0,21206.0,9082.0
Riverside - MCP ALL,2022,R6 Other,8573.0,1134.0,423.0
Riverside - MCP ALL,2022,R7 Unknown,47839.0,6207.0,2373.0
Riverside - MCP ALL,2019,R1 Alaskan Native or American Indian,1386.0,80.0,51.0
Riverside - MCP ALL,2019,R2 Asian or Pacific Islander,23181.0,460.0,303.0
Riverside - MCP ALL,2019,R3 Black,34465.0,2289.0,1458.0
Riverside - MCP ALL,2019,R4 Hispanic,204347.0,6283.0,3927.0
Riverside - MCP ALL,2019,R5 White,106620.0,6846.0,4367.0
Riverside - MCP ALL,2019,R6 Other,6973.0,243.0,155.0
Riverside - MCP ALL,2019,R7 Unknown,37961.0,1851.0,1268.0
Riverside - MCP ALL,2020,R1 Alaskan Native or American Indian,1364.0,81.0,47.0
Riverside - MCP ALL,2020,R2 Asian or Pacific Islander,23972.0,465.0,274.0
Riverside - MCP ALL,2020,R3 Black,34753.0,2238.0,1313.0
Riverside - MCP ALL,2020,R4 Hispanic,208076.0,6416.0,3761.0
Riverside - MCP ALL,2020,R5 White,105961.0,6381.0,3780.0
Riverside - MCP ALL,2020,R6 Other,7150.0,243.0,127.0
Riverside - MCP ALL,2020,R7 Unknown,38868.0,1769.0,1134.0
Riverside - MCP ALL,2021,R1 Alaskan Native or American Indian,1402.0,70.0,44.0
Riverside - MCP ALL,2021,R2 Asian or Pacific Islander,25458.0,446.0,299.0
Riverside - MCP ALL,2021,R3 Black,36173.0,2275.0,1470.0
Riverside - MCP ALL,2021,R4 Hispanic,222613.0,6789.0,4238.0
Riverside - MCP ALL,2021,R5 White,109175.0,6187.0,4025.0
Riverside - MCP ALL,2021,R6 Other,7567.0,227.0,140.0
Riverside - MCP ALL,2021,R7 Unknown,41059.0,1704.0,1131.0
Riverside - MCP ALL,2022,R1 Alaskan Native or American Indian,1542.0,70.0,37.0
Riverside - MCP ALL,2022,R2 Asian or Pacific Islander,27600.0,440.0,275.0
Riverside - MCP ALL,2022,R3 Black,39704.0,2208.0,1389.0
Riverside - MCP ALL,2022,R4 Hispanic,252866.0,6749.0,4058.0
Riverside - MCP ALL,2022,R5 White,116487.0,5809.0,3521.0
Riverside - MCP ALL,2022,R6 Other,8573.0,231.0,146.0
Riverside - MCP ALL,2022,R7 Unknown,47838.0,1596.0,1012.0
Sacramento,2019,R1 Alaskan Native or American Indian,2810.0,431.0,102.0
Sacramento,2019,R2 Asian or Pacific Islander,60723.0,4133.0,544.0
Sacramento,2019,R3 Black,50603.0,6273.0,1275.0
Sacramento,2019,R4 Hispanic,68058.0,5736.0,1109.0
Sacramento,2019,R5 White,96228.0,13849.0,3534.0
Sacramento,2019,R6 Other,72970.0,9127.0,2010.0
Sacramento,2019,R7 Unknown,20594.0,2281.0,532.0
Sacramento,2020,R1 Alaskan Native or American Indian,2532.0,404.0,90.0
Sacramento,2020,R2 Asian or Pacific Islander,59649.0,3443.0,507.0
Sacramento,2020,R3 Black,47619.0,5965.0,1240.0
Sacramento,2020,R4 Hispanic,65460.0,5432.0,1043.0
Sacramento,2020,R5 White,90360.0,13400.0,3434.0
Sacramento,2020,R6 Other,81729.0,9885.0,2084.0
Sacramento,2020,R7 Unknown,20798.0,2472.0,591.0
Sacramento,2021,R1 Alaskan Native or American Indian,2464.0,428.0,121.0
Sacramento,2021,R2 Asian or Pacific Islander,57480.0,3086.0,564.0
Sacramento,2021,R3 Black,46121.0,6007.0,1407.0
Sacramento,2021,R4 Hispanic,64762.0,5570.0,1232.0
Sacramento,2021,R5 White,86695.0,13370.0,3874.0
Sacramento,2021,R6 Other,93050.0,12009.0,2981.0
Sacramento,2021,R7 Unknown,22256.0,2597.0,671.0
Sacramento,2022,R1 Alaskan Native or American Indian,2504.0,385.0,125.0
